ID,Sammlungs-ID,Marke,Name,Abfüllserie,Status,"Deklariertes Alter",Größe,Stärke,Einheit,Fasstyp,Liste,Bewertung,"Meine Bewertung","Bezahlter Preis",Währung,"Mittlerer preis","Währung Whisky",Destillerien,Jahrgang,"Hinzugefügt am",Bild,Auktionspreis:,"Währung Whisky",Notizen,Kaufort
64426,5054085,Ardbeg,Corryvreckan,,open,,700,57.10,%vol,"Ex-Bourbon & French Oak",,88.80,,,,69,EUR,Ardbeg,,"2020-12-19 23:09:00",https://static.whiskybase.com/storage/whiskies/6/4/426/401569-normal.png,82.69,EUR,,
76483,5054094,Amrut,Fusion,,open,,700,50.00,%vol,"Oak Barrels",,86.00,,,,41.9,EUR,Amrut,,"2020-12-19 23:11:31",https://static.whiskybase.com/storage/whiskies/7/6/483/157592-normal.png,45.27,EUR,,
107228,5054104,Ardbeg,Ten,,open,10,700,46.00,%vol,"Bourbon Barrel",,84.65,,,,49.99,EUR,Ardbeg,,"2020-12-19 23:13:36",https://static.whiskybase.com/storage/whiskies/1/0/7228/226386-normal.png,45.67,EUR,,
64330,5054110,Bruichladdich,17-year-old,"Rum Cask Edition",open,17,700,46.00,%vol,"American Oak / Renegade Rum Finish",,84.12,,,,412.05,EUR,Bruichladdich,,"2020-12-19 23:16:30",https://static.whiskybase.com/storage/whiskies/6/4/330/158165-normal.png,115.9,EUR,,
44322,5054116,Auchroisk,"1997 MMcK","Càrn Mòr - Strictly Limited Edition",open,15,700,46.00,%vol,"Sherry Casks",,82.31,,,,78.95,EUR,Auchroisk,1997,"2020-12-19 23:18:13",https://static.whiskybase.com/storage/whiskies/4/4/322/79527-normal.png,44,EUR,,
51487,5054129,Hazelburn,08-year-old,,open,8,700,46.00,%vol,,,82.37,,,,197.53,EUR,Springbank,,"2020-12-19 23:20:42",https://static.whiskybase.com/storage/whiskies/5/1/487/81873-normal.png,77.25,EUR,,
163346,5054134,Arran,"Amarone Cask Finish",,empty,,700,50.00,%vol,"Amarone Cask Finish",,83.93,,,,58,EUR,Arran,,"2020-12-19 23:22:02",https://static.whiskybase.com/storage/whiskies/1/6/3346/276318-normal.png,71.21,EUR,,
80425,5054139,Bowmore,12-year-old,,open,12,700,40.00,%vol,,,81.71,,,,51.64,EUR,Bowmore,,"2020-12-19 23:23:20",https://static.whiskybase.com/storage/whiskies/8/0/425/124782-normal.png,33.93,EUR,,
42771,5054155,"Blair Athol","1999 McG","McGibbon's Provenance",open,12,700,46.00,%vol,"Refill Sherry Butt",,84.75,,,,58.72,EUR,"Blair Athol","Winter 1999","2020-12-19 23:26:01",https://static.whiskybase.com/storage/whiskies/4/2/771/78755-normal.png,38.29,EUR,,
96535,5054160,BenRiach,12-year-old,"Matured in Sherry Wood",open,12,700,46.00,%vol,"Oloroso & Pedro Ximénez Sherry Casks",,86.00,,,,99,EUR,BenRiach,,"2020-12-19 23:27:28",https://static.whiskybase.com/storage/whiskies/9/6/535/166236-normal.png,69.28,EUR,,
17727,5054185,Bushmills,12-year-old,"Distillery Reserve",open,12,700,40.00,%vol,"Mainly Old Spanish Oloroso Sherry Casks",,82.76,,,,80,EUR,Bushmills,,"2020-12-19 23:31:39",https://static.whiskybase.com/storage/whiskies/1/7/727/84021-normal.png,45.23,EUR,,
165266,5054195,Tomatin,2008,"Limited Edition",open,11,700,46.00,%vol,"Marsala Wine",,82.43,,,,61.78,EUR,Tomatin,19.09.2008,"2020-12-19 23:32:44",https://static.whiskybase.com/storage/whiskies/1/6/5266/320411-normal.png,77,EUR,,
146557,5054211,Kavalan,Selection,"Sherry Cask",closed,,700,58.60,%vol,"1st Fill Puncheon",,88.88,,,,299.9,EUR,Kavalan,17.12.2008,"2020-12-19 23:36:16",https://static.whiskybase.com/storage/whiskies/1/4/6557/248413-normal.png,224.95,EUR,,
146557,5054212,Kavalan,Selection,"Sherry Cask",closed,,700,58.60,%vol,"1st Fill Puncheon",,88.88,,,,299.9,EUR,Kavalan,17.12.2008,"2020-12-19 23:36:28",https://static.whiskybase.com/storage/whiskies/1/4/6557/248413-normal.png,224.95,EUR,,
19816,5054222,"Highland Park","1987 SV","Vintage Collection",open,22,700,43.00,%vol,Hogshead,,83.67,,,,90,EUR,"Highland Park",30.06.1987,"2020-12-19 23:39:24",https://static.whiskybase.com/storage/whiskies/1/9/816/169056-normal.png,95,EUR,,
53246,5054225,"Isle of Jura",Prophecy,"Heavily Peated",open,,700,46.00,%vol,"Bourbon & Sherry, Limousin Oak",,81.52,,,,82,EUR,"Isle of Jura",,"2020-12-19 23:40:54",https://static.whiskybase.com/storage/whiskies/5/3/246/223109-normal.png,58.52,EUR,,
145775,5054233,Springbank,10-year-old,,open,10,700,46.00,%vol,,,84.22,,,,49,EUR,Springbank,,"2020-12-19 23:42:43",https://static.whiskybase.com/storage/whiskies/1/4/5775/246588-normal.png,100.34,EUR,,
150235,5054239,Talisker,Skye,"Made by the Sea",open,,700,45.80,%vol,,,76.67,,,,29.9,EUR,Talisker,,"2020-12-19 23:44:37",https://static.whiskybase.com/storage/whiskies/1/5/0235/254393-normal.png,32.04,EUR,,
26758,5054241,Longrow,1997,"Burgundy Wood - Wood Expressions",open,14,700,56.10,%vol,"Bourbon & Burgundy Casks",,87.51,,,,500,EUR,Springbank,02.1997,"2020-12-19 23:46:00",https://static.whiskybase.com/storage/whiskies/2/6/758/71813-normal.png,294.92,EUR,,
64560,5054248,"Highland Park","1999 SV","The Un-Chillfiltered Collection",closed,15,700,46.00,%vol,"Bourbon Barrel",,86.33,,,,69.9,EUR,"Highland Park",15.10.1999,"2020-12-19 23:48:22",https://static.whiskybase.com/storage/whiskies/6/4/560/102205-normal.png,70.95,EUR,,
144143,5054254,"Port Askaig","100° Proof SMS",,open,,700,57.10,%vol,,,85.40,,,,66.85,EUR,"Caol Ila",,"2020-12-19 23:49:57",https://static.whiskybase.com/storage/whiskies/1/4/4143/222078-normal.png,56.09,EUR,,
9898,5054257,"Highland Park","1992 CA","Authentic Collection",open,17,700,64.00,%vol,"Sherry Butt",,85.00,,,,279.95,EUR,"Highland Park",1992,"2020-12-19 23:51:15",https://static.whiskybase.com/storage/whiskies/9/8/98/247627-normal.png,180.41,EUR,,
10377,5054260,"Royal Brackla","1992 CA","Authentic Collection",open,16,700,54.70,%vol,"Bourbon Hogshead",,89.00,,,,171.11,EUR,"Royal Brackla",1992,"2020-12-19 23:52:21",https://static.whiskybase.com/storage/whiskies/1/0/377/62973-normal.png,103.45,EUR,,
112199,5054262,Talisker,10-year-old,"Made by the Sea",open,10,700,45.80,%vol,,,83.20,,,,60,EUR,Talisker,,"2020-12-19 23:53:28",https://static.whiskybase.com/storage/whiskies/1/1/2199/238831-normal.png,35.47,EUR,,
9718,5054264,"Royal Brackla","1994 MM",,open,14,700,46.00,%vol,"Bourbon / Jurancon Clos Uroulat",,85.43,,,,49,EUR,"Royal Brackla",1994,"2020-12-19 23:54:19",https://static.whiskybase.com/storage/whiskies/9/7/18/111571-normal.png,65.31,EUR,,
162601,5054267,Aberlour,12-year-old,"Non Chill-Filtered",open,12,700,48.00,%vol,,,83.83,,,,,,Aberlour,,"2020-12-19 23:55:31",https://static.whiskybase.com/storage/whiskies/1/6/2601/274914-normal.png,33,EUR,,
106251,5054272,Ardbeg,"An Oa",,open,,700,46.60,%vol,"Charred New Oak, PX Sherry & 1st Fill Bourbon",,85.42,,,,54.99,EUR,Ardbeg,,"2020-12-19 23:56:47",https://static.whiskybase.com/storage/whiskies/1/0/6251/176768-normal.png,47.23,EUR,,
51888,5054274,Auchentoshan,"Three Wood",,empty,,700,43.00,%vol,"Bourbon, Oloroso & Pedro Ximénez Sherry Casks",,82.15,,,,49.9,EUR,Auchentoshan,,"2020-12-19 23:57:58",https://static.whiskybase.com/storage/whiskies/5/1/888/196251-normal.png,43.05,EUR,,
11395,5054285,"Highland Region","NAS CA",Duthies,open,,700,46.00,%vol,,,83.00,,,,39.24,EUR,,,"2020-12-20 00:02:29",https://static.whiskybase.com/storage/whiskies/1/1/395/130301-normal.png,24.2,EUR,,
134038,5054291,Tomatin,"Cù Bòcan",,open,,700,46.00,%vol,,,82.07,,,,44.71,EUR,Tomatin,,"2020-12-20 00:03:49",https://static.whiskybase.com/storage/whiskies/1/3/4038/225683-normal.png,29.42,EUR,,
54151,5054299,Edradour,2002,"Straight From The Cask - Marsala Cask Finish",open,11,500,58.80,%vol,"Hogsheads + Marsala Casks Finish",,81.50,,,,64.9,EUR,Edradour,28.05.2002,"2020-12-20 00:08:04",https://static.whiskybase.com/storage/whiskies/5/4/151/85942-normal.png,,,,
29891,5054303,Edradour,1999,"Straight From The Cask",open,10,500,58.40,%vol,"Sherry Butt",,84.00,,,,,,Edradour,30.03.1999,"2020-12-20 00:09:28",https://static.whiskybase.com/storage/whiskies/2/9/891/110993-normal.png,66.53,EUR,,
4310,5054306,Edradour,"1997 SV","The Un-Chillfiltered Collection",open,10,700,46.00,%vol,,,85.00,,,,75,EUR,Edradour,02.09.1997,"2020-12-20 00:11:22",https://static.whiskybase.com/storage/whiskies/4/3/10/58730-normal.png,75,EUR,,
91432,5054308,Glenturret,"Triple Wood Edition",,open,,700,43.00,%vol,"Bourbon, American & European Oak Sherry Casks",,80.54,,,,51.98,EUR,Glenturret,,"2020-12-20 00:12:07",https://static.whiskybase.com/storage/whiskies/9/1/432/193444-normal.png,38.44,EUR,,
72213,5054312,"Machrie Moor","Cask Strength - Second Edition","The Peated Arran Malt",open,,700,58.20,%vol,"ex-American Bourbon",,84.96,,,,80,EUR,Arran,,"2020-12-20 00:13:11",https://static.whiskybase.com/storage/whiskies/7/2/213/112792-normal.png,55.54,EUR,,
86120,5054315,Ardbeg,Corryvreckan,,open,,700,57.10,%vol,"Ex-Bourbon & French Oak",,85.61,,,,62.5,EUR,Ardbeg,,"2020-12-20 00:14:29",https://static.whiskybase.com/storage/whiskies/8/6/120/401550-normal.png,82.69,EUR,,
30404,5054317,Glenlivet,"1996 SV","The Un-Chillfiltered Collection",open,15,700,46.00,%vol,"1st Fill Sherry Butts",,87.14,,,,70,EUR,Glenlivet,23.04.1996,"2020-12-20 00:16:22",https://static.whiskybase.com/storage/whiskies/3/0/404/100077-normal.png,110,EUR,,
93240,5054321,Glenrothes,"1997 SV","The Un-Chillfiltered Collection",open,19,700,46.00,%vol,"Refill Sherry Butt",,84.00,,,,58.95,EUR,Glenrothes,02.06.1997,"2020-12-20 00:17:41",https://static.whiskybase.com/storage/whiskies/9/3/240/272870-normal.png,81.4,EUR,,
91149,5054329,"Blair Athol",12-year-old,"Flora & Fauna",open,12,700,43.00,%vol,,,84.29,,,,64.95,EUR,"Blair Athol",,"2020-12-20 00:19:05",https://static.whiskybase.com/storage/whiskies/9/1/149/147249-normal.png,49.5,EUR,,
88722,5054331,Ledaig,"2009 SV","The Un-Chillfiltered Collection",open,7,700,46.00,%vol,Hogshead,,80.67,,,,35.7,EUR,Tobermory,06.04.2009,"2020-12-20 00:20:21",https://static.whiskybase.com/storage/whiskies/8/8/722/140236-normal.png,45.1,EUR,,
73612,5054332,Ledaig,"2008 SV","The Un-Chillfiltered Collection",open,7,700,46.00,%vol,Hogsheads,,84.83,,,,35.93,EUR,Tobermory,26.03.2008,"2020-12-20 00:21:33",https://static.whiskybase.com/storage/whiskies/7/3/612/214463-normal.png,42.9,EUR,,
128574,5054333,Smokehead,IM,,open,,700,43.00,%vol,,,81.88,,,,48.8,EUR,,,"2020-12-20 00:22:31",https://static.whiskybase.com/storage/whiskies/1/2/8574/215779-normal.png,39.69,EUR,,
18383,5054336,Glengoyne,1997,"Vintage for The Whisky Club",open,,700,43.00,%vol,"First Fill Sherry & Refill Oak Casks",,82.48,,,,150,EUR,Glengoyne,1997,"2020-12-20 00:23:45",https://static.whiskybase.com/storage/whiskies/1/8/383/67577-normal.png,85.8,EUR,,
4419,5054340,Laphroaig,"1998 WF","Artist Edition",open,8,700,48.50,%vol,,,86.52,,,,70,EUR,Laphroaig,04.1998,"2020-12-20 00:27:15",https://static.whiskybase.com/storage/whiskies/4/4/19/58832-normal.png,63.73,EUR,,
157668,5055950,Arran,10-year-old,,closed,10,50,46.00,%vol,,,79.68,,,,5.9,EUR,Arran,,"2020-12-20 15:42:57",https://static.whiskybase.com/storage/whiskies/1/5/7668/264450-normal.png,,,,
50509,5055954,Glendronach,12-year-old,"Original - Highland Single Malt Scotch Whisky",open,12,50,43.00,%vol,"Pedro Ximénez & Oloroso Sherry",,84.07,,,,7.9,EUR,Glendronach,,"2020-12-20 15:43:26",https://static.whiskybase.com/storage/whiskies/5/0/509/368627-normal.png,,,,
168140,5055985,"Old St. Andrews",10-year-old,Twilight,open,10,700,40.00,%vol,,,77.50,,,,40.5,EUR,,,"2020-12-20 15:48:43",https://static.whiskybase.com/storage/whiskies/1/6/8140/320023-normal.png,35.98,EUR,,
31870,5055992,"Peat's Beast","Intensely Peated FF",,empty,,700,46.00,%vol,"Bourbon Casks",,79.44,,,,34.93,EUR,,,"2020-12-20 15:49:40",https://static.whiskybase.com/storage/whiskies/3/1/870/95347-normal.png,23.1,EUR,,
106913,5055996,"Smokey Joe","Islay Malt Scotch Whisky",,empty,,700,46.00,%vol,,,80.49,,,,33.02,EUR,,,"2020-12-20 15:50:43",https://static.whiskybase.com/storage/whiskies/1/0/6913/173602-normal.png,21.85,EUR,,
103398,5056005,"Tullamore Dew","Ceramic Jug","The Legendary Irish Whiskey",closed,,700,40.00,%vol,,,79.33,,,,45,EUR,"Midleton (1975-)",,"2020-12-20 15:52:00",https://static.whiskybase.com/storage/whiskies/1/0/3398/165851-normal.png,46.2,EUR,,
71661,5056016,"Big Peat","Christmas Edition DL","Small Batch",empty,,700,53.80,%vol,,,83.61,,,,119.35,EUR,"Caol Ila, Bowmore, Ardbeg, Port Ellen",,"2020-12-20 15:53:28",https://static.whiskybase.com/storage/whiskies/7/1/661/116852-normal.png,49.7,EUR,,
58512,5056025,"The Wild Geese","Rare Irish Whiskey - Untamed",,open,,700,43.00,%vol,,,80.23,,,,44.99,EUR,Cooley,,"2020-12-20 15:54:39",https://static.whiskybase.com/storage/whiskies/5/8/512/108090-normal.png,60.5,EUR,,
127401,5056035,Connemara,"Peated Single Malt",,open,,700,40.00,%vol,,,79.83,,,,64.48,EUR,Cooley,,"2020-12-20 15:56:24",https://static.whiskybase.com/storage/whiskies/1/2/7401/214318-normal.png,32.85,EUR,,
50545,5056045,Blackstone,12-year-old,,closed,12,700,40.00,%vol,"Oak Casks",,0.00,,,,19.99,EUR,,,"2020-12-20 15:58:17",https://static.whiskybase.com/storage/whiskies/5/0/545/87895-normal.png,13.98,EUR,,
14157,5056051,Blackstone,18-year-old,,open,18,700,40.00,%vol,"Oak Casks",,77.45,,,,20,EUR,,,"2020-12-20 15:59:06",https://static.whiskybase.com/storage/whiskies/1/4/157/65132-normal.png,27.5,EUR,,
66443,5056054,"The Famous Grouse","The Naked Grouse","Blended Scotch Whisky",open,,700,40.00,%vol,"Sherry Casks",,78.87,,,,31.96,EUR,,,"2020-12-20 16:00:16",https://static.whiskybase.com/storage/whiskies/6/6/443/103763-normal.png,,,,
33734,5056062,Talisker,10-year-old,"The Only Single Malt Scotch Whisky From the Isle of Skye",closed,10,200,45.80,%vol,,,84.72,,,,21.26,EUR,Talisker,,"2020-12-20 16:02:31",https://static.whiskybase.com/storage/whiskies/3/3/734/359619-normal.png,32.36,EUR,,
192366,5056068,Cragganmore,12-year-old,"Speyside Single Malt Scotch Whisky",open,12,200,40.00,%vol,,,79.81,,,,16.9,EUR,Cragganmore,,"2020-12-20 16:03:12",https://static.whiskybase.com/storage/whiskies/1/9/2366/337027-normal.png,25.49,EUR,,
52446,5056071,Clynelish,14-year-old,"Coastal Highland Single Malt",closed,14,200,46.00,%vol,,,84.51,,,,19.9,EUR,Clynelish,,"2020-12-20 16:03:46",https://static.whiskybase.com/storage/whiskies/5/2/446/171882-normal.png,30.7,EUR,,
152597,5056080,Edradour,10-year-old,"The Distillery Edition",closed,10,200,40.00,%vol,,,85.15,,,,17.9,EUR,Edradour,,"2020-12-20 16:05:17",https://static.whiskybase.com/storage/whiskies/1/5/2597/257072-normal.png,24.57,EUR,,
154900,5056086,Nikka,"Whisky from the Barrel",,open,,500,51.40,%vol,,,80.64,,,,42.45,EUR,,,"2020-12-20 16:06:40",https://static.whiskybase.com/storage/whiskies/1/5/4900/259642-normal.png,44.39,EUR,,
51884,5056094,Edradour,10-year-old,"The Distillery Edition",closed,10,50,40.00,%vol,,,79.18,,,,6.93,EUR,Edradour,,"2020-12-20 16:07:33",https://static.whiskybase.com/storage/whiskies/5/1/884/82342-normal.png,,,,
105811,5056105,Laphroaig,10-year-old,,open,10,50,40.00,%vol,,,82.31,,,,8.65,EUR,Laphroaig,,"2020-12-20 16:08:40",https://static.whiskybase.com/storage/whiskies/1/0/5811/170861-normal.png,,,,
52346,5056116,Kilchoman,2006,"New Spirit",open,,50,63.50,%vol,"Bourbon / Sherry",,83.44,,,,,,Kilchoman,06.12.2006,"2020-12-20 16:09:53",https://static.whiskybase.com/storage/whiskies/5/2/346/84259-normal.png,27,EUR,,
66743,5056128,Bowmore,"Small Batch",,open,,50,40.00,%vol,"Bourbon Cask Matured",,79.25,,,,11.59,EUR,Bowmore,,"2020-12-20 16:11:08",https://static.whiskybase.com/storage/whiskies/6/6/743/103945-normal.png,,,,
53117,5056136,Bowmore,12-year-old,,closed,12,50,40.00,%vol,,,80.37,,,,6.9,EUR,Bowmore,,"2020-12-20 16:12:25",https://static.whiskybase.com/storage/whiskies/5/3/117/84679-normal.png,,,,
53117,5056149,Bowmore,12-year-old,,closed,12,50,40.00,%vol,,,80.37,,,,6.9,EUR,Bowmore,,"2020-12-20 16:13:15",https://static.whiskybase.com/storage/whiskies/5/3/117/84679-normal.png,,,,
57629,5056157,Bowmore,15-year-old,"Darkest ",closed,15,50,43.00,%vol,"Sherry Cask Finish",,82.20,,,,11.44,EUR,Bowmore,,"2020-12-20 16:14:47",https://static.whiskybase.com/storage/whiskies/5/7/629/91029-normal.png,19.19,EUR,,
57630,5056159,Bowmore,18-year-old,,closed,18,50,43.00,%vol,,,84.57,,,,9.73,EUR,Bowmore,,"2020-12-20 16:15:19",https://static.whiskybase.com/storage/whiskies/5/7/630/91016-normal.png,19.2,EUR,,
50624,5056165,"Johnnie Walker","Double Black","Blended Scotch Whisky",open,,700,40.00,%vol,,,78.49,,,,34.5,EUR,,,"2020-12-20 16:16:11",https://static.whiskybase.com/storage/whiskies/5/0/624/170246-normal.png,29.33,EUR,,
63015,5056187,Aberlour,10-year-old,"Highland Single Malt - Miniature",closed,10,50,40.00,%vol,"Bourbon & Sherry Casks",,77.48,,,,3.94,EUR,Aberlour,,"2020-12-20 16:18:18",https://static.whiskybase.com/storage/whiskies/6/3/015/98133-normal.png,,,,
119609,5056189,BenRiach,12-year-old,"Matured in Sherry Wood",closed,12,50,46.00,%vol,,,83.00,,,,7.9,EUR,BenRiach,,"2020-12-20 16:18:56",https://static.whiskybase.com/storage/whiskies/1/1/9609/199405-normal.png,,,,
52446,5056192,Clynelish,14-year-old,"Coastal Highland Single Malt",open,14,200,46.00,%vol,,,84.51,,,,19.9,EUR,Clynelish,,"2020-12-20 16:19:35",https://static.whiskybase.com/storage/whiskies/5/2/446/171882-normal.png,30.7,EUR,,
66744,5056197,Bowmore,"Black Rock",,closed,,50,40.00,%vol,,,80.00,,,,20.29,EUR,Bowmore,,"2020-12-20 16:20:25",https://static.whiskybase.com/storage/whiskies/6/6/744/103946-normal.png,,,,
51148,5056213,Ardbeg,Ten,,closed,10,50,46.00,%vol,"Bourbon Barrel",,85.55,,,,7.43,EUR,Ardbeg,,"2020-12-20 16:22:55",https://static.whiskybase.com/storage/whiskies/5/1/148/172086-normal.png,5.44,EUR,,
51482,5056233,BenRiach,12-year-old,,closed,12,50,43.00,%vol,,,79.17,,,,4.35,EUR,BenRiach,,"2020-12-20 16:24:40",https://static.whiskybase.com/storage/whiskies/5/1/482/82285-normal.png,,,,
122704,5056245,BenRiach,16-year-old,Miniature,closed,16,50,43.00,%vol,,,83.00,,,,7.9,EUR,BenRiach,,"2020-12-20 16:25:13",https://static.whiskybase.com/storage/whiskies/1/2/2704/205469-normal.png,,,,
52806,5056252,BenRiach,10-year-old,"Curiositas - Peated Malt",closed,10,50,46.00,%vol,,,81.29,,,,5.99,EUR,BenRiach,,"2020-12-20 16:25:54",https://static.whiskybase.com/storage/whiskies/5/2/806/84071-normal.png,6,EUR,,
51485,5056259,BenRiach,21-year-old,Authenticus,closed,21,50,46.00,%vol,,,85.57,,,,8.9,EUR,BenRiach,,"2020-12-20 16:26:55",https://static.whiskybase.com/storage/whiskies/5/1/485/198714-normal.png,10,EUR,,
33734,5056271,Talisker,10-year-old,"The Only Single Malt Scotch Whisky From the Isle of Skye",open,10,200,45.80,%vol,,,84.72,,,,21.26,EUR,Talisker,,"2020-12-20 16:27:59",https://static.whiskybase.com/storage/whiskies/3/3/734/359619-normal.png,32.36,EUR,,
42026,5056287,Talisker,2000,"The Distillers Edition",open,,200,45.80,%vol,"Double Matured in Amoroso Sherry Wood",,87.59,,,,19.9,EUR,Talisker,2000,"2020-12-20 16:30:12",https://static.whiskybase.com/storage/whiskies/4/2/026/243459-normal.png,,,,
